track_name,track_popularity,playlist_genre,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,track_album_release_year,track_album_release_month
You're the Reason - English ver.,36,pop,0.625,0.728,0.03,0.0097,0.0,0.101,0.101,198368,2019,12
Made In JPN,36,pop,0.621,0.614,0.0539,0.0462,1.8e-06,0.0452,0.727,210134,2019,12
See You Later,42,pop,0.729,0.646,0.0452,0.0682,0.000481,0.0484,0.543,200712,2019,11
All Over You,12,pop,0.705,0.55,0.0381,0.0887,0.00485,0.0895,0.351,212211,2019,12
Where Would You Go?,16,pop,0.62,0.775,0.0271,0.0634,0.0501,0.0676,0.427,208333,2019,12
Call My Name - Remix,27,pop,0.834,0.823,0.0716,0.09,0.000101,0.0561,0.872,166523,2019,10
DAYZ,44,pop,0.738,0.55,0.0473,0.00919,0.000648,0.0772,0.599,311976,2019,11
SUN DAY - Shinichi Osawa Remix,41,pop,0.74,0.56,0.0387,0.172,0.0,0.0717,0.207,264935,2019,11
SPOTLIGHT,44,pop,0.638,0.735,0.0873,0.0269,0.0,0.0603,0.628,221387,2019,11
let me know,39,pop,0.704,0.584,0.026,0.324,0.0979,0.0965,0.752,220631,2019,11
Y.E.S,21,pop,0.599,0.795,0.15,0.223,0.0,0.125,0.479,146500,2019,11
Rich&Famous - feat. Sean Paul,35,pop,0.539,0.739,0.204,0.0263,0.0,0.297,0.386,249187,2019,11
EASY LOVE,27,pop,0.802,0.776,0.112,0.16,0.0,0.0969,0.687,225273,2019,10
PARADE,37,pop,0.679,0.637,0.0427,0.0821,1.04e-06,0.158,0.228,244187,2019,10
Obsession,30,pop,0.827,0.851,0.103,0.122,2.31e-05,0.0706,0.928,214132,2019,10
Shine,35,pop,0.779,0.721,0.0487,0.00618,0.00696,0.239,0.84,207213,2019,10
Upside Down,26,pop,0.701,0.927,0.0644,0.31,0.0,0.0505,0.832,208530,2019,11
B.S.G.S.,30,pop,0.625,0.905,0.135,0.553,0.0298,0.247,0.597,141473,2019,11
Bitten By You,40,pop,0.677,0.75,0.033,0.14,0.000249,0.0363,0.967,242627,2019,10
For Me,31,pop,0.706,0.734,0.0324,0.0229,0.0,0.112,0.395,221100,2019,10
Sway,27,pop,0.792,0.673,0.163,0.0652,8.47e-05,0.145,0.784,241164,2019,12
Nobody,31,pop,0.561,0.929,0.0288,0.182,0.000776,0.245,0.898,213147,2019,12
Adios,74,pop,0.633,0.706,0.0627,0.000587,0.0795,0.245,0.399,189147,2019,8
Dumb,59,pop,0.652,0.837,0.0723,0.0976,0.0,0.0844,0.562,190903,2019,11
THURSDAY,63,pop,0.678,0.787,0.0452,0.147,0.0,0.0799,0.471,206578,2019,11
Snapping,73,pop,0.751,0.726,0.038,0.0706,3.42e-06,0.278,0.581,213164,2019,6
WONDERLAND,72,pop,0.572,0.964,0.123,0.0503,0.0,0.372,0.519,199013,2019,10
Like always,58,pop,0.781,0.879,0.0533,0.0309,0.0,0.0546,0.836,204893,2019,8
DRIP,59,pop,0.658,0.87,0.0626,0.177,0.0,0.36,0.422,200465,2019,11
Jopping,75,pop,0.74,0.835,0.0839,0.0139,0.0,0.857,0.535,251293,2019,10
HIP,81,pop,0.782,0.731,0.143,0.0376,3.15e-05,0.0956,0.824,195307,2019,11
Dumb Litty,65,pop,0.76,0.887,0.0409,0.037,0.0,0.138,0.24,193160,2019,9
MIDDLE OF THE NIGHT,69,pop,0.737,0.764,0.0947,0.111,0.0,0.0423,0.924,166213,2019,12
Boy With Luv (feat. Halsey),85,pop,0.645,0.862,0.0965,0.0923,0.0,0.192,0.798,229773,2019,4
Bon Bon Chocolat,72,pop,0.719,0.828,0.0613,0.0343,0.0,0.0747,0.634,228682,2019,3
gogobebe,72,pop,0.704,0.787,0.082,0.114,0.0,0.228,0.707,195856,2019,3
MIROH,71,pop,0.563,0.979,0.104,0.00911,0.0,0.249,0.503,207617,2019,3
Forever Love,48,pop,0.652,0.785,0.0448,0.0667,0.0,0.124,0.662,216640,2019,10
Bomb Bomb,66,pop,0.76,0.842,0.131,0.0677,0.000123,0.313,0.882,163509,2019,3
FLASH,69,pop,0.674,0.91,0.0594,0.029,0.0,0.342,0.599,211320,2019,8
ME,64,pop,0.752,0.804,0.0656,0.022,1.76e-05,0.0865,0.795,193253,2019,5
HIT,66,pop,0.615,0.904,0.221,0.0881,0.0,0.117,0.692,203493,2019,8
I’m So Hot,61,pop,0.75,0.883,0.0432,0.226,9.84e-05,0.0437,0.85,200243,2019,3
Me & You,61,pop,0.709,0.911,0.0593,0.0572,4.73e-06,0.0732,0.779,203507,2019,5
No,61,pop,0.76,0.722,0.0908,0.00785,0.000326,0.116,0.687,181976,2019,1
WANT,63,pop,0.64,0.757,0.0689,0.0261,0.0,0.127,0.413,208968,2019,2
Fever,67,pop,0.764,0.836,0.0396,0.208,0.0,0.234,0.51,214293,2019,7
Room Shaker,57,pop,0.697,0.897,0.136,0.0323,0.0,0.138,0.736,195027,2019,7
LALALAY 날라리,70,pop,0.7,0.806,0.0491,0.00132,0.0,0.0579,0.616,174880,2019,8
8282(Party),40,pop,0.832,0.637,0.0568,0.0334,0.0,0.0653,0.722,188893,2019,8
D.D.D,55,pop,0.695,0.921,0.0848,0.0733,0.0,0.0789,0.642,212363,2019,8
Humph!,63,pop,0.791,0.674,0.0516,0.168,0.0,0.0801,0.963,192613,2019,7
Play It Cool,56,pop,0.817,0.82,0.194,0.0125,0.0,0.0793,0.422,186799,2019,2
AH YEAH,60,pop,0.797,0.722,0.0388,0.356,0.0,0.177,0.878,176906,2019,5
SHA LA LA,56,pop,0.675,0.935,0.0627,0.0019,1.31e-06,0.341,0.451,194904,2019,3
SUNDAY,42,pop,0.737,0.793,0.0369,0.385,2.05e-05,0.325,0.562,210018,2019,8
BEEP BEEP,45,pop,0.671,0.752,0.0615,0.0281,0.0,0.101,0.635,210827,2019,7
The Only (feat. IRENE of Red Velvet),54,pop,0.672,0.923,0.0875,0.102,0.0,0.129,0.395,186918,2019,8
I Could Get Used To This,64,pop,0.621,0.653,0.0523,0.0152,0.0,0.427,0.345,193856,2019,3
Giant - Robin Schulz Remix,16,pop,0.544,0.88,0.245,0.0634,0.0159,0.453,0.491,193297,2019,2
Walk Away,61,pop,0.735,0.787,0.061,0.0419,0.0,0.136,0.469,196640,2019,3
Selfish,69,pop,0.407,0.789,0.282,0.17,0.0,0.126,0.687,167857,2019,2
Recognise,36,pop,0.717,0.741,0.053,0.155,0.0,0.133,0.188,186062,2019,3
Don't Give Up On Me,49,pop,0.717,0.702,0.142,0.0467,0.0,0.268,0.63,185212,2019,3
"Alone, Pt. II",85,pop,0.67,0.668,0.0422,0.536,0.0,0.133,0.608,179053,2019,12
Family,85,pop,0.584,0.607,0.0356,0.426,0.0,0.101,0.374,194827,2019,12
Push My Luck,66,pop,0.584,0.643,0.0395,0.288,0.0,0.186,0.53,181844,2019,11
Here Comes The Sun,43,pop,0.679,0.633,0.053,0.295,0.0,0.137,0.589,149795,2019,12
Sad,56,pop,0.818,0.76,0.186,0.197,9.39e-05,0.0749,0.365,175200,2019,8
Safety (feat. DJ Snake),63,pop,0.755,0.828,0.0356,0.0271,0.0291,0.0799,0.729,177781,2019,8
Summer Lover (feat. Devin & Nile Rodgers),61,pop,0.689,0.859,0.0281,0.108,0.291,0.14,0.672,194481,2019,4
We Got Love,76,pop,0.722,0.812,0.0924,0.0205,2.51e-05,0.131,0.657,213041,2019,11
Mr Todd Terry,50,pop,0.81,0.847,0.0557,0.0181,0.738,0.0609,0.63,167306,2019,12
As Far as Feelings Go,66,pop,0.679,0.799,0.0788,0.106,0.0,0.191,0.596,210827,2019,10
Summer Fade (feat. Anna of the North),64,pop,0.618,0.657,0.0594,0.00378,0.0179,0.223,0.457,204711,2019,8
Loving Myself (feat. Raphaella),59,pop,0.688,0.693,0.0476,0.0865,0.0,0.272,0.473,174051,2019,11
Haloes,64,pop,0.704,0.719,0.0343,0.42,0.0,0.18,0.33,171344,2019,9
Gotta Let Go,56,pop,0.667,0.921,0.073,0.00566,0.00696,0.151,0.659,190093,2019,8
Narcotic,77,pop,0.749,0.668,0.0608,0.0373,0.000272,0.045,0.366,192387,2019,4
Do You Mean (feat. Ty Dolla $ign & bülow),17,pop,0.6,0.666,0.0394,0.102,0.0,0.118,0.566,193176,2019,4
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",38,pop,0.796,0.772,0.144,0.0469,7.56e-05,0.153,0.962,191283,2019,8
Be Someone,66,pop,0.672,0.788,0.0398,0.123,0.367,0.0829,0.357,204568,2019,6
Do You Miss Me Much - Wookie Remix,30,pop,0.786,0.899,0.0751,0.000147,0.0987,0.11,0.951,262507,2019,9
Ghost,72,pop,0.667,0.503,0.0526,0.552,0.0,0.169,0.584,177630,2019,10
Stand By (feat. Rudimental) [#CWC19],58,pop,0.661,0.78,0.0832,0.0616,0.0,0.23,0.623,189274,2019,5
Acid Dreams,65,pop,0.817,0.509,0.0839,0.146,2.53e-05,0.111,0.77,183930,2019,7
Kills You Slowly,12,pop,0.696,0.429,0.0554,0.0518,0.0,0.128,0.242,213333,2019,3
Don't Worry Bout Me - Alle Farben Remix,48,pop,0.629,0.727,0.264,0.0447,5.29e-06,0.178,0.355,171914,2019,5
Let Me Love You,41,pop,0.714,0.454,0.245,0.589,0.0,0.113,0.699,191200,2019,6
Spicy - with Diplo & Charli XCX,59,pop,0.822,0.825,0.052,0.055,0.00661,0.105,0.507,157867,2019,5
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,38,pop,0.809,0.93,0.137,0.271,0.000239,0.0512,0.639,189875,2019,6
Mistaken (feat. Alex Aris),68,pop,0.424,0.694,0.0386,0.0573,0.000937,0.133,0.0801,282481,2019,3
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,41,pop,0.759,0.925,0.0888,0.00155,0.00101,0.295,0.653,144762,2019,11
Do It Again,5,pop,0.701,0.95,0.0675,0.119,0.00355,0.221,0.477,176129,2019,4
Can We Pretend (feat. Cash Cash),75,pop,0.524,0.806,0.406,0.197,0.0,0.101,0.45,224360,2019,4
On My Way,83,pop,0.509,0.689,0.102,0.0209,0.0,0.301,0.297,193798,2019,3
Body 2 Body,61,pop,0.68,0.771,0.0421,0.0161,0.0,0.388,0.67,145574,2019,5
Late Night Feelings - Jax Jones Midnight Snack Remix,58,pop,0.697,0.928,0.113,0.0158,0.00723,0.503,0.654,228387,2019,5
Shy Guy,48,pop,0.605,0.565,0.0499,0.798,0.0,0.0946,0.639,186953,2019,4
Late Night Feelings (feat. Lykke Li),69,pop,0.688,0.729,0.0573,0.437,0.00369,0.0928,0.469,251029,2019,4
No New Friends - Dombresky Remix,55,pop,0.852,0.833,0.0657,0.0264,0.812,0.0953,0.553,246720,2019,5
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",79,pop,0.541,0.468,0.362,0.404,3.65e-06,0.358,0.69,158027,2019,2
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",62,pop,0.585,0.525,0.0817,0.034,2.6e-05,0.139,0.533,195747,2019,4
Dancing With A Stranger (with Normani),87,pop,0.741,0.52,0.0656,0.45,1.97e-06,0.222,0.347,171030,2019,1
Play,78,pop,0.52,0.798,0.0391,0.101,0.0,0.0932,0.168,167977,2019,8
Say You'll Be There,40,pop,0.683,0.598,0.0323,0.21,0.000147,0.124,0.468,169500,2019,1
Who Do You Love,23,pop,0.51,0.835,0.0447,0.00791,0.0,0.219,0.435,226747,2019,2
Love You Better,67,pop,0.733,0.786,0.0422,0.0931,0.0013,0.1,0.786,170893,2019,11
The Rest Will Follow,51,pop,0.753,0.831,0.0344,0.15,8.67e-05,0.115,0.398,162000,2019,11
So It Goes,41,pop,0.63,0.739,0.0335,0.146,3.22e-05,0.116,0.761,165938,2019,12
Unbelievable,47,pop,0.741,0.565,0.0426,0.497,0.0,0.067,0.566,233143,2019,12
Photograph,45,pop,0.735,0.567,0.0382,0.285,6.31e-05,0.145,0.494,212440,2019,12
Faded,54,pop,0.561,0.859,0.0515,0.0145,0.000933,0.065,0.554,158453,2019,11
Only You,54,pop,0.565,0.732,0.0716,0.193,0.0,0.0948,0.265,182609,2019,11
I Don't Know,47,pop,0.699,0.872,0.0568,0.036,0.0024,0.327,0.449,195429,2019,11
Too Close,66,pop,0.483,0.667,0.0912,0.0715,0.0,0.0676,0.64,147741,2019,10
Hole in the Roof,61,pop,0.767,0.477,0.0475,0.0383,7.15e-05,0.156,0.556,170000,2019,11
Nobody Else,53,pop,0.834,0.661,0.0621,0.0777,3.38e-05,0.238,0.458,179756,2019,11
Dance Monkey,63,pop,0.781,0.855,0.232,0.327,0.000248,0.247,0.311,192203,2019,9
Free,44,pop,0.629,0.784,0.0839,0.0255,0.0,0.172,0.778,164613,2019,11
My Own Dance,62,pop,0.84,0.724,0.109,0.0878,0.0,0.0301,0.431,161178,2019,11
Bigger Than,70,pop,0.421,0.669,0.127,0.151,0.0,0.635,0.326,208013,2019,11
I Got Eyes,49,pop,0.732,0.819,0.042,0.0671,0.0,0.13,0.793,159693,2019,9
Bleed,44,pop,0.646,0.848,0.0821,0.0374,1.48e-06,0.13,0.265,172933,2019,11
Hold on Tight,50,pop,0.61,0.753,0.119,0.0646,0.0,0.133,0.606,168751,2019,11
Once and for All,44,pop,0.677,0.564,0.0507,0.486,3.85e-05,0.103,0.498,195000,2019,11
Fantasy,34,pop,0.773,0.709,0.0801,0.0314,9.43e-05,0.084,0.594,203000,2019,11
We Are the Young,57,pop,0.655,0.825,0.0383,0.0779,0.0,0.137,0.579,176864,2019,11
No Fear No More,60,pop,0.633,0.779,0.0853,0.00236,0.0295,0.371,0.679,195107,2019,11
Baianá,76,pop,0.497,0.755,0.0497,0.0007,0.585,0.33,0.493,182187,2019,11
Coming Home,49,pop,0.694,0.712,0.135,0.163,0.0,0.0841,0.515,186336,2019,11
Boots,55,pop,0.44,0.666,0.0808,0.0473,5.84e-06,0.104,0.686,175628,2019,11
Heading Home,49,pop,0.6,0.78,0.0379,0.0314,0.0,0.116,0.437,189836,2019,9
Somebody Out There,54,pop,0.716,0.664,0.0396,0.0163,0.000795,0.212,0.356,218978,2019,10
Better Half of Me - R3HAB Remix,45,pop,0.497,0.814,0.058,0.00717,0.0,0.134,0.469,166013,2019,10
Say It Again,62,pop,0.51,0.71,0.0874,0.442,0.00025,0.0783,0.511,206930,2019,11
You & I,50,pop,0.68,0.867,0.0719,0.122,1.3e-05,0.0645,0.667,163077,2019,10
Alive,37,pop,0.641,0.773,0.0345,0.0134,6.99e-06,0.466,0.372,163842,2019,10
Amsterdam,44,pop,0.845,0.673,0.064,0.0792,1.47e-05,0.0878,0.914,177761,2019,9
Cross My Heart,53,pop,0.645,0.792,0.108,0.143,0.0,0.358,0.678,173810,2019,9
what happened,34,pop,0.713,0.652,0.0583,0.175,0.0151,0.095,0.386,176310,2019,10
Ride It,94,pop,0.88,0.751,0.0874,0.177,6.43e-05,0.106,0.884,157606,2019,7
Somebody,48,pop,0.681,0.866,0.0404,0.201,0.0,0.28,0.308,159423,2019,10
Thinkin Bout You,51,pop,0.727,0.782,0.0487,0.229,0.0,0.188,0.82,151627,2019,10
Summertime Love,55,pop,0.713,0.85,0.0582,0.14,1.02e-05,0.174,0.672,143670,2019,8
I Could Get Used To This,58,pop,0.758,0.742,0.043,0.0824,0.0,0.0391,0.648,151126,2019,10
LA & The Parties,60,pop,0.543,0.883,0.065,0.0667,8.49e-05,0.156,0.523,165685,2019,10
Too Close,45,pop,0.705,0.653,0.103,0.098,0.0,0.14,0.627,168019,2019,9
Fallin',52,pop,0.735,0.861,0.0422,0.053,1.46e-05,0.104,0.458,209079,2019,10
Tear Me Down (feat. Philip Rustad),57,pop,0.72,0.817,0.109,0.263,0.0,0.103,0.703,184500,2019,9
Perspective,32,pop,0.782,0.598,0.224,0.592,0.0,0.242,0.383,148147,2019,9
Cali Girl,40,pop,0.74,0.711,0.0475,0.00478,0.0849,0.135,0.434,148163,2019,9
Choir - Remix,54,pop,0.71,0.574,0.131,0.102,0.0,0.302,0.364,208520,2019,9
Cut to the Chase,41,pop,0.772,0.633,0.0358,0.285,0.0,0.297,0.63,153673,2019,8
You Keep Calling,42,pop,0.512,0.682,0.0891,0.0461,1.46e-05,0.0742,0.598,199293,2019,9
Motivation,83,pop,0.599,0.887,0.0984,0.0192,1.21e-06,0.3,0.881,193837,2019,8
Like I Love You - Small Talk Remix,40,pop,0.753,0.507,0.139,0.139,0.0,0.0819,0.67,165111,2019,9
Punching in the Dark,52,pop,0.676,0.621,0.152,0.148,0.0,0.0795,0.369,191760,2019,8
One Thing Right,85,pop,0.659,0.623,0.0451,0.0667,0.0,0.582,0.439,181824,2019,6
Letting Go,66,pop,0.667,0.635,0.0365,0.0534,0.0,0.0963,0.217,192089,2019,6
Don't Leave Me Lonely - Purple Disco Machine Remix,58,pop,0.81,0.763,0.0711,0.247,0.000799,0.0548,0.848,215593,2019,9
Hold On,45,pop,0.747,0.866,0.0373,0.208,0.0627,0.0704,0.327,143415,2019,8
With You,41,pop,0.692,0.861,0.0619,0.38,2.07e-05,0.215,0.558,137348,2019,8
Try,55,pop,0.478,0.802,0.0454,0.0725,0.0,0.136,0.36,185119,2019,8
A Dream Is A Wish Your Heart Makes,22,pop,0.69,0.687,0.0954,0.319,0.0,0.14,0.615,199375,2019,8
Lucky One (feat. ILY),47,pop,0.695,0.772,0.0643,0.0323,0.00133,0.147,0.342,188000,2019,8
Closer,38,pop,0.738,0.774,0.0345,0.131,0.0,0.0931,0.207,162117,2019,8
Wannabe,51,pop,0.766,0.76,0.0875,0.251,1.67e-05,0.213,0.497,187636,2019,7
Sending Me You,28,pop,0.501,0.571,0.167,0.0548,0.0,0.185,0.371,191509,2019,8
Room for Two,38,pop,0.387,0.693,0.0589,0.182,0.0,0.171,0.287,201612,2019,8
Lost,65,pop,0.713,0.729,0.0308,0.00935,0.000106,0.0804,0.734,217493,2019,7
Somebody,31,pop,0.709,0.538,0.107,0.5,0.0,0.076,0.463,181609,2019,7
On A Roll,70,pop,0.737,0.81,0.0896,0.077,0.0,0.0523,0.387,154448,2019,6
Calma - Alan Walker Remix,63,pop,0.811,0.601,0.117,0.0973,0.0,0.059,0.577,193973,2019,6
Bad Look,39,pop,0.69,0.785,0.11,0.157,3.62e-06,0.155,0.889,157647,2019,8
Here I Am (feat. Michael Shynes),35,pop,0.69,0.616,0.0303,0.417,0.0,0.228,0.333,212655,2019,7
Can't Say No (feat. PJZ),44,pop,0.645,0.86,0.055,0.0252,0.0,0.246,0.584,159039,2019,6
Somebody I'm Not,47,pop,0.751,0.416,0.188,0.0413,0.0,0.132,0.324,214627,2019,6
PAY ME BACK!,48,pop,0.79,0.81,0.0612,0.0137,0.0,0.0755,0.607,188200,2019,7
Tusa,98,pop,0.803,0.715,0.298,0.295,0.000134,0.0574,0.574,200960,2019,11
+,81,pop,0.561,0.666,0.0322,0.106,0.0,0.123,0.675,219367,2019,12
everything i wanted,97,pop,0.704,0.225,0.0994,0.902,0.657,0.106,0.243,245426,2019,11
Alocao (With Bad Gyal),82,pop,0.673,0.752,0.0567,0.214,1.53e-06,0.106,0.699,209320,2019,10
A Dónde Vamos,77,pop,0.627,0.608,0.0364,0.00677,0.0,0.233,0.955,203102,2019,10
Que Tire Pa Lante,90,pop,0.658,0.901,0.0357,0.0478,0.0,0.12,0.708,210520,2019,10
Indeciso,88,pop,0.738,0.748,0.0453,0.182,0.0,0.11,0.896,217253,2019,8
Zorra,77,pop,0.637,0.65,0.186,0.682,2.2e-06,0.0786,0.736,186120,2019,12
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",80,pop,0.789,0.694,0.0729,0.0982,0.0,0.0962,0.549,341875,2019,12
China,93,pop,0.786,0.808,0.0882,0.0846,0.000289,0.0822,0.609,301714,2019,7
Celébrate,57,pop,0.628,0.755,0.0545,0.0951,0.0,0.0825,0.782,219533,2019,9
Easy - Remix,81,pop,0.886,0.752,0.0949,0.191,2.76e-06,0.146,0.435,220147,2019,11
Adicto (with Anuel AA & Ozuna),90,pop,0.734,0.836,0.0735,0.017,1.64e-05,0.179,0.623,270741,2019,8
Blanco,88,pop,0.87,0.706,0.126,0.0253,0.0063,0.0872,0.593,145800,2019,11
Señorita,93,pop,0.759,0.54,0.0287,0.037,0.0,0.0945,0.75,190960,2019,6
Que Calor (feat. J Balvin & El Alfa),84,pop,0.795,0.885,0.0713,0.0375,0.00638,0.292,0.46,169998,2019,9
Memories,98,pop,0.764,0.32,0.0546,0.837,0.0,0.0822,0.575,189486,2019,9
Presiento,71,pop,0.711,0.727,0.162,0.168,0.0,0.296,0.465,174380,2019,4
Blinding Lights,98,pop,0.513,0.796,0.0629,0.00147,0.000209,0.0938,0.345,201573,2019,11
Fuera De Mi Mente,74,pop,0.741,0.94,0.101,0.169,0.0,0.0542,0.702,181433,2019,11
Someone You Loved,94,pop,0.501,0.405,0.0319,0.751,0.0,0.105,0.446,182161,2019,5
Hookah,70,pop,0.872,0.579,0.113,0.0699,2.38e-06,0.116,0.483,179893,2019,7
Bandit (with YoungBoy Never Broke Again),92,pop,0.474,0.631,0.343,0.0687,0.0,0.132,0.425,189323,2019,10
Me Equivocaré,69,pop,0.563,0.729,0.16,0.0623,0.0,0.0378,0.726,152722,2019,9
Lola Bunny,69,pop,0.769,0.899,0.0503,0.193,0.00979,0.23,0.872,187263,2019,7
Circles,49,pop,0.704,0.758,0.0402,0.233,0.00144,0.0924,0.534,214907,2019,8
Me Quedo,70,pop,0.824,0.714,0.051,0.432,0.0,0.442,0.77,174433,2019,6
LA CANCIÓN,91,pop,0.754,0.646,0.317,0.152,1.85e-05,0.108,0.429,242573,2019,6
Déjate Querer,77,pop,0.755,0.792,0.0484,0.028,0.0,0.0754,0.844,202824,2019,2
Bésame,70,pop,0.74,0.842,0.0465,0.0523,0.0,0.114,0.879,200962,2019,7
Nice To Meet Ya,87,pop,0.591,0.841,0.0304,0.0119,0.0,0.395,0.392,158805,2019,10
Mejores Amigos,75,pop,0.624,0.74,0.0363,0.156,0.0,0.103,0.905,205369,2019,9
Heartless,93,pop,0.531,0.75,0.111,0.00632,7.6e-05,0.117,0.198,200080,2019,11
Push It On Me,56,pop,0.626,0.568,0.216,0.629,5.8e-05,0.112,0.581,164333,2019,11
Con Calma,87,pop,0.737,0.86,0.0593,0.11,1.94e-06,0.0574,0.656,193227,2019,1
Bonita,78,pop,0.745,0.881,0.0506,0.255,0.0,0.25,0.961,147493,2019,9
LUNA,62,pop,0.735,0.744,0.141,0.0203,2.08e-05,0.0941,0.622,209362,2019,12
Lover (Remix) [feat. Shawn Mendes],85,pop,0.448,0.603,0.064,0.433,0.0,0.0862,0.422,221307,2019,11
Santa María (Feat. Busy Signal),65,pop,0.764,0.603,0.328,0.0538,0.0,0.097,0.427,154933,2019,7
Runaway,80,pop,0.756,0.851,0.0674,0.0336,0.0,0.126,0.934,200693,2019,6
caronte,50,pop,0.553,0.209,0.0319,0.814,0.0,0.113,0.248,189758,2019,10
Lose You To Love Me,93,pop,0.505,0.34,0.0438,0.576,0.0,0.21,0.0916,206459,2019,10
Rebota - Remix,78,pop,0.885,0.857,0.204,0.205,0.0,0.671,0.818,262000,2019,7
"Mucho más allá - De ""Frozen 2""",57,pop,0.393,0.757,0.0961,0.465,0.0,0.0965,0.444,190467,2019,11
Before You Go,90,pop,0.459,0.575,0.0573,0.604,0.0,0.0885,0.183,215107,2019,11
Mama No,59,pop,0.344,0.517,0.0462,0.607,0.0,0.106,0.136,170738,2019,11
Soltera - Remix,85,pop,0.795,0.783,0.0432,0.361,0.0,0.437,0.8,266087,2019,5
nana triste,59,pop,0.474,0.308,0.0573,0.762,0.0,0.111,0.418,187016,2019,6
Contando Lunares (feat. Cruz Cafuné),79,pop,0.856,0.523,0.131,0.444,0.0,0.0537,0.709,219667,2019,1
When You Wish Upon A Star,55,pop,0.267,0.21,0.0292,0.825,0.0,0.105,0.288,183667,2019,11
The Other Side,35,pop,0.422,0.621,0.049,0.689,0.00117,0.135,0.118,183750,2019,11
Lost in Someone Else,39,pop,0.734,0.551,0.032,0.571,1.11e-05,0.123,0.505,237534,2019,4
Come To Life,34,pop,0.434,0.843,0.0544,0.0609,0.0,0.204,0.451,178733,2019,2
Neighbour,31,pop,0.66,0.546,0.0296,0.012,2.84e-06,0.0906,0.203,242267,2019,3
Close (feat. Steven Furtick),32,pop,0.845,0.552,0.0658,0.0514,0.0,0.127,0.705,168000,2019,11
Up Again (Lucky Rose Remix),36,pop,0.789,0.683,0.0797,0.0612,0.000399,0.346,0.411,170948,2019,9
I just need U. - Tide Electric Remix,41,pop,0.731,0.661,0.0364,0.228,0.00521,0.105,0.397,207493,2019,8
Burn The Ships (R3HAB Remix),53,pop,0.637,0.759,0.0809,0.0244,0.0,0.0991,0.304,146020,2019,10
Only Ever,54,pop,0.338,0.598,0.107,0.104,0.0,0.251,0.388,201041,2019,8
God Only Knows (GATTÜSO Remix),52,pop,0.545,0.889,0.0448,0.00377,2.99e-05,0.103,0.429,198371,2019,5
On The Way Up 2.0,35,pop,0.661,0.777,0.0423,0.00806,4.96e-05,0.346,0.265,196400,2019,6
Electric,34,pop,0.638,0.875,0.15,0.469,0.0,0.319,0.572,214038,2019,2
Love Me Like You - TYE Remix,39,pop,0.399,0.762,0.124,0.0345,7.41e-05,0.146,0.403,203000,2019,5
Scars (Come With Livin') - Neon Feather Remix,43,pop,0.547,0.656,0.0326,0.134,0.000109,0.151,0.343,243240,2019,8
WILD LOVE,43,pop,0.68,0.809,0.0602,0.0233,0.0,0.358,0.884,167500,2019,9
Open Over Us (Live),50,pop,0.225,0.501,0.0341,0.112,0.0,0.0685,0.111,452389,2019,2
Higher Than Mine,46,pop,0.668,0.632,0.0952,0.0523,9.37e-05,0.0971,0.156,185062,2019,11
Tick,27,pop,0.738,0.928,0.0458,0.0325,0.807,0.149,0.408,165015,2019,2
Edge Of My Seat - THUNDERBIRD Remix,36,pop,0.733,0.736,0.0394,0.119,0.0,0.163,0.901,179773,2019,8
Brave,27,pop,0.531,0.857,0.0988,0.619,0.0,0.0743,0.493,212970,2019,2
Dance Monkey,92,pop,0.824,0.588,0.0924,0.692,0.000104,0.149,0.513,209438,2019,8
"About Me - Brieuc, Cloud 41 & Lowkie Club Mix",28,pop,0.633,0.898,0.0533,0.0521,3.44e-05,0.25,0.253,175591,2019,12
One Life - VIP Mix,38,pop,0.644,0.936,0.099,0.00514,0.00236,0.143,0.255,201500,2019,11
Feelings,33,pop,0.727,0.664,0.0741,0.0257,1.64e-05,0.121,0.198,187115,2019,11
Night Drive,38,pop,0.561,0.903,0.0963,0.0419,2.99e-06,0.394,0.222,178286,2019,11
Energia,37,pop,0.806,0.811,0.0689,0.0123,0.094,0.772,0.899,204772,2019,12
About Me,40,pop,0.67,0.703,0.0508,0.0871,1.91e-05,0.232,0.422,186290,2019,10
Yourself,31,pop,0.563,0.783,0.075,0.193,0.0,0.323,0.281,154839,2019,10
Oh Baby,37,pop,0.577,0.975,0.0656,0.0434,0.000166,0.19,0.416,160000,2019,9
One Life,38,pop,0.684,0.826,0.14,0.0664,5.49e-06,0.535,0.342,196777,2019,9
Somebody,28,pop,0.724,0.83,0.129,0.15,0.0101,0.144,0.455,208809,2019,8
Criminal,38,pop,0.637,0.832,0.177,0.0102,0.000138,0.0918,0.547,207000,2019,8
Is This Love,28,pop,0.731,0.882,0.0897,0.0259,0.0,0.052,0.479,184225,2019,5
Flashback,32,pop,0.645,0.74,0.0383,0.0572,6.91e-05,0.118,0.338,171589,2019,7
Good Omen,21,pop,0.681,0.881,0.047,0.00595,5.24e-06,0.331,0.396,223636,2019,8
